Rank,Bib,LastName,FirstName,Team,Nationality,Category,PositionInCategory,PositionInGenre,OfficialTime,Delay
1058,1623,63bc7b341c00b6bd6eeb8e6bf54ffcf63b1798f0b8e279fd6af0b47e,698115efe6fddc3dcdbaf1949006dcb1567555bcb049a6c77044ebc5,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM45,212,927,4:15:24,+1:51:24
1059,977,242cd29c6a1585c2066db61c4a32f73cb8dc7089ba96b410225d244e,4548376649d53baab338e043f30d638ae4ac1ef0b9547e34d9ae29c9,d2040e838b7c3e4b4a26b7dd3051ff80304c9e2b92785e0513d556cd,ita,SM40,205,928,4:15:25,+1:51:25
1060,1338,6130cf445a187452af8a9f194154471acba20ea62c35dbbddb7d2704,f8d2fc48a5d7c2f1d9380d609bdf13069c57fc312192b6b77c696676,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM50,153,929,4:15:31,+1:51:31
1061,909,a56242473143688fa105732b347de83830cf1205ab245a7e4f3a64df,f03c4438a1df7cc9cfd114adf691e269f1dc96355a1bba4c947d4041,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,hun,SM35,158,930,4:15:34,+1:51:34
1062,1297,dd6a37cbee1d2293cb872cb7f401600133a882337c00b4d17e3adbbf,b3effc8c6a335e62c2c45ff4d0340a960e46bf978acc37b2db4dcc07,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM60,26,931,4:15:35,+1:51:35
1063,760,a03ea2ac26c3b6017f51695f30177ec66be7b38733eb848cb42fdc29,71fb385ed69cc865c5f218137e061b1389fc9b0854fd8a6888981fcf,e4a84e25cb266fe82abe401b3c6a56f9780732166ecf28c7f0b4c346,ita,SM65,8,932,4:15:41,+1:51:41
1064,1064,76dc68df3fae78ff7577cd307ece88978e171ee89417bbdbc5ac425b,d608c2c779c0b6a676b4bbf0d8d92484109347b9084008d818166611,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SF40,36,132,4:15:43,+1:51:43
1065,1058,70604ca1c2c3b8987a89bb308cc13195d36d6c14493837fe7d5b1775,132210f516c99c553f949beca32b3b950dc8f1eccf40197ffc2a072f,8ab0b60ab00d642aab411292826c7aa239a81f514efda433771c5892,gbr,SF60,2,133,4:15:58,+1:51:58
1066,870,45c4464be1a9c0dda63d83818450d538d7de0ca902b81c8c4516b421,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,df5e10546c6ab17cc9f1ccbea8964834dc8d94bce8a6283e19328191,ita,SM35,159,933,4:16:00,+1:52:00
1067,1123,84e0d2a92f5630e52ec843db2352cdffd712aed5c1ccd0ebfad1b575,ef9026350148d8dfcdaa1c84781a9636ddc2c26bfdbef9439ae8b4e6,8e0ab1e4f581343b3b03de8089761c79d0f054fe651522c07db04708,fra,SF40,37,134,4:16:01,+1:52:01
1068,759,1f0bab262e239fdaf48724c812e53573c1b1fcd01d09936990fad402,aebc9ffc40041ca77f8b76c8a7ee23380afe7d50fc0edaba70087ede,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ger,SM45,213,934,4:16:02,+1:52:02
1069,861,6fb514715311f0a5fbe815855cf916b17eca1dbdd6e1256b4773abc2,fafd74571875c32ebf789c545c351e2ff8d4549e3009f4d5485da69c,e1f80114c7e82e3ffb097635efdd99fcd5d91cc90264679cfe69dd88,ita,SM40,206,935,4:16:05,+1:52:05
1070,1225,ff5f528de424c266f9eee03fad610d4880c11b99cb2238d035ef17dd,690c33c643747de1b53ee08da2ef21eedd9caad39790aee513dd932f,c8f55ee37db344daa41fcd36686691cedd39117beaba6090e218920c,ita,SF45,27,135,4:16:34,+1:52:34
1071,1115,4af93cf3280c00e4cb718aec59c2b5d90c63acc6fc8cd14e9b656b61,bc0cc47c7a8378b5a7305095a6c64ba664b2e1e9b8bc663d81089872,6ded2d430fcfee0a4599eee1f3eaec43542525aa0631c222daa76767,ita,SF55,9,136,4:16:50,+1:52:50
1072,770,86b7f19e9b1d8975730a29cf9998329c02285e010b0c870ef9d6f9a9,692d49ef475be08ec794c2a741de6f22b4dbc80175671202fb0582d8,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,pol,SM40,207,936,4:16:51,+1:52:51
1073,947,8e7a0f6bddaf063461cf4255944c4ac2919187ce52e1de39bc9d1f61,df15d3803b470abb657ef19d18381d98c02e2d3b3cd7f5d2a7d9a79f,59f63a903c432b44f3c3681733e88b1e495ae55a3b2cd31ffa21f16e,ita,SM35,160,937,4:16:54,+1:52:54
1074,718,fa241251171c8122e690f4baeee75d72d031f3a80c060aa927c201db,7a5d88dcf1057dad10ad7d65e2ff66f9b3377ff720fd17f4fe3f0301,59f63a903c432b44f3c3681733e88b1e495ae55a3b2cd31ffa21f16e,ita,SM35,161,938,4:16:54,+1:52:54
1075,779,8ab0059b441c1b060f77f7f7c1fcf9c2cfe03bd061f8f18838537160,4260bf19be6e27da2888ffdd9b4e9c384fbf9dfb48b395e922d6aa20,13e70cc94bf4e317be37a67bc2ba594f7dc6bf885bbfff67adc4a62b,ita,SM60,27,939,4:17:01,+1:53:01
1076,1134,b8ccf4e9922ab483c7ee0a3d7d87299168179bfd720ab8439a0b19a6,7a4c562faae02854a633229f010c9c2e9f2f7199485e75eedd570d6a,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,usa,SF35,22,137,4:17:21,+1:53:21
1077,859,eada05e7591b4d1869f6fa3a9ead821461f90d513466582646921d0c,c673ad6ff75bde60e6de12e46d2c46aa30d1ff683ff5f8ff09ce0c38,9dd2cb88ddfae90866cbd6afa2b5077c5d8fc26adf5e2ac29d1a001c,ita,SM45,214,940,4:17:35,+1:53:35
1078,487,2418472690f925fac0ba8e1efb77ee0ec81d63509d2b6610c40c4a1f,4a5e608b86377d071083f522c235d0d1feb1b0237871a611ba5d412c,a0ee4fc852e35937fdf48539f3b12ee94c06c33f5f9bfe04af63533b,ita,SM50,154,941,4:17:37,+1:53:37
1079,491,57a50d6060f494f29a2b9f53f03e3bf83a5d4cea9422d13087f705ca,ac208358facf242b638ecc2731b7758711408ee72d97e6b1dd43351a,4585481288c0db2c7ff6d8789854e23ba82fa7bbc8d14e2e6100892e,ita,SM35,162,942,4:17:47,+1:53:47
1080,945,3df6718fbee453c92ca28e3e6f4c2a480df395eca856f2ecd29097f6,2f295397aa41c70cc19cee56af3d94e398655d9098b79fad38735f9c,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,hun,SM40,208,943,4:18:20,+1:54:20
1081,1516,2555608dc6194d35307d3a8d743704f43ce69d22c830c40875c6b822,b921fbfdaa499849cafe3661eb640f9dad70285d91e6c81dc0ef4e86,1a0b740f72022df44a3bb6c0a54ca460fe5934c3320fdd3139a9a5a1,ita,SM,103,944,4:18:24,+1:54:24
1082,925,fca5da12d1e37f9c272dd1e08d921e1e9f846a91518bd1ab850c10f6,c673ad6ff75bde60e6de12e46d2c46aa30d1ff683ff5f8ff09ce0c38,bcb52a475080222a296623fae36be5c60e303179deab9e50ccdbf7b3,ita,SM60,28,945,4:18:27,+1:54:27
1083,734,46006317f2256cecc689d9350ea7dde103c3672a9730b39726590ef1,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,fca4d15c115ceda61b1a7aee1400aef8a8a6ba702aaadc741d25528c,ita,SM40,209,946,4:18:30,+1:54:30
1084,1487,8b54db6a967c64358b0ee25221384ef915e073fc92de44c7a50cc01f,ac208358facf242b638ecc2731b7758711408ee72d97e6b1dd43351a,583c0cf0adc92ab81afaf58610f30c30b969b276c4c1fce4b0f6b8c6,ita,SM35,163,947,4:18:32,+1:54:32
1085,1640,96384a3bcec70f9478aff91b943f3508f73a6f2f534231e26d1ee497,166e3057ee4bcf1c283fe4a9eafecb502d4d59e60edb8cce638eb965,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,esp,SF45,28,138,4:18:37,+1:54:38
1086,735,66a529d1ceb7ab817d04d3d91f0e0dacae74fd4a013c2aa5cb1c2361,caeebf3649dd2c2a5d479bdd47a3d9d067c97df42ffa00bae89dd124,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,210,948,4:18:40,+1:54:40
1087,675,c46e2a4ebf6a208d8b50aa7ccd908637a223e88615203c024a538182,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,afc5f37efb0d873f2188db599d27f1661bb03a40361a2c4965723bf0,ita,SM60,29,949,4:19:07,+1:55:07
1088,411,19ee73e1a79098227e1056c7d416abf687db73328ccd14beea3ff524,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,2fa6dcce33137ee100c6203ca34f33e7dbb9cee2228578b24ad7d8db,ita,SM35,164,950,4:19:09,+1:55:09
1089,972,ddd09fbb3f58be2b4b75ccaa38a9e5ba14ec04484d8d1e47777077f8,8fde3ff701323a961a8250d7b0eeca9c5fe5c0dea55c49b10044ea30,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM35,165,951,4:19:16,+1:55:16
1090,666,453a534fe5ee0c125074dca99e407947d0889a9463d400ae94f31bb5,c10aaecefbcca3e4e814c3ea69ad37b96ad75f5c3fd03e557951dedc,61ab8566c825aafa4359a7444e1cebb7486dfdea44f28661f67be405,ita,SM45,215,952,4:19:16,+1:55:16
1091,484,1cdbf78c58889e55f679f95a33ce46893406809d91781e53f7654552,292005aea3133a4ce92308c8867bd3f0abc7f48e25d0d060082f84d6,8809394d9253d25568252ff48ec97d51d14cae1a5422c926295057a9,ita,SM,104,953,4:19:16,+1:55:16
1092,975,80faeb0103e555e69babaffd2c39508e272dcb005ee453d9aa5f49a3,3eaf5959779a4450d05fff19010be0a643916662902b3ea9ab99ba7e,2fa6dcce33137ee100c6203ca34f33e7dbb9cee2228578b24ad7d8db,ita,SM40,211,954,4:19:17,+1:55:17
1093,430,e3f01392410cb4e74140e5acb68d34284d80d8a909a5ad07de41b370,a8f024f9a656fa27ba3c7119ef63364e754864f53d94b79eeee43caf,7a926c310dcad294d1bd72d441c2d821b2ee7d6b500b7f1369e9f3a0,ita,SM60,30,955,4:19:22,+1:55:22
1094,1147,0fc4db7fe8f777241cb86bda2182c9240721911159b6881b38808613,9febea2132fe90ab69bbf9ff1ab2d06e3ff122eeeb0f127ca62bff14,f866eef3bbceb69fbd2b40b3cee66d3a6e756d5f82446d9c766a40e3,ita,SF40,38,139,4:19:23,+1:55:23
1095,966,8de1f545c4cb29b7beaad4847cb465d60417e87f31d51077873bbb1c,1378ee53396e9af75d6461bbec3ef56375b1ceeb443c583d4f9e7517,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM50,155,956,4:19:29,+1:55:29
1096,1111,35374a075c6d148d44f00d10d25af5f338678a77462278464d120301,aef254d53a1e997c134b46ba337f439cf140d6a0f9c2f4993d58c859,76feb0efe180c098a0bed52756b96338bcf501c049b625db0754050e,ita,SF55,10,140,4:19:47,+1:55:47
1097,938,e5d8d282c31adc3c49e4b697384f353980b1430a1c0b773e9e1d9639,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,8ab63564037fb786a7738955816be3d1b2b2c87859484a6f6d32b864,ita,SM50,156,957,4:19:48,+1:55:48
1098,872,8b11017fd9f71ce71f760436810e46a010eeb83acca3dfd7d8996ad0,8e722006dd18ba0e8592731b905bcbf91305bd305588a14936a2c1ed,880bbdf0ce1876998d55e9188141856203b25985ee16e1bc0a42e78b,ita,SM45,216,958,4:19:50,+1:55:50
1099,912,4b15c23b9f0d2e90861e5bb9d59011542e390af697ebb01279b42985,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,166,959,4:19:53,+1:55:53
1100,1282,2a9912abfb14e4f7887fcbfa150d6a926a57292e76c9fdd428d1d6fc,099bb7dd6d080a9f4a769be4fddb40d7c078a046c02dd7353ba33606,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM50,157,960,4:20:13,+1:56:13
1101,745,257c9bb8f03362b7b34c85c682c8b6408386e731e14169b649d6e4a8,f67b76188f2da24f1bbd544a5247097aa3bf79f0e9c43d04a2d27220,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM50,158,961,4:20:29,+1:56:29
1102,999,ae293ba29137175219d474b3383747577106b62bcfa376d8085c4190,7c5956d61b7b9a6909f35eadd4fdd3cc83abaf4d98fc00c05bfa3620,71d61989ea277843b9f7d9b3100825ff431edb374e89621207a4cf59,ita,SM,105,962,4:20:33,+1:56:33
1103,598,4f43009bd9cf700765f434e880e629e8d22309b8733383de9b6dbf5a,c5a6ea8c24a9d9cb6b875212ed82105f135f6310fdaa4e2f2048c826,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM55,62,963,4:20:51,+1:56:51
1104,1440,21bf3b714abe6c260f79b946f12d2abcfc238277197c2282ca7e046c,c673ad6ff75bde60e6de12e46d2c46aa30d1ff683ff5f8ff09ce0c38,94327d26089d6e8a907a93fd150d50417a1fa17213d6f6453eb96713,ita,SM45,217,964,4:21:07,+1:57:08
1105,1091,3ba89825603875af25a4088773efc937dad3768a3fd4a81fa7c8e099,62f42e14c8a56280aa931c2ec5538eda11997b04080e14b2b8689062,bcb52a475080222a296623fae36be5c60e303179deab9e50ccdbf7b3,ita,SF50,13,141,4:21:13,+1:57:13
1106,915,eeb732ef35f0e08d0e21a5d89d9ee14736d53434f7956070baf47873,775eff0a07b05397471d2fcb951baacbcc4440b198f1f3cdce14f4e3,442592b063035f3d64f3a5697f10592770e131a5ad7ddd353759f318,ita,SM65,9,965,4:21:21,+1:57:21
1107,1040,79dca776da1c5b2f72ce03096cee4d58441a32f274b30e30b72b7f77,8290bb22e95484b4db489801fbbcb8f5b700654b30985e9e9bb2ac35,d2931740405c6a960029d65ced4111c45ba0a85eb91c04b622c182bf,ita,SF40,39,142,4:21:28,+1:57:28
1108,1135,cc58f776c87d5af2286e098660251e352526c9566c0dbad1923260bb,70382e2a0ae077e08d94107399d7405150179653f13ffb1cee7b35b6,2194e1346b5b4fa69aa1644edd27624dc5d5bfb0c43a916e52ac2690,ita,SF50,14,143,4:21:37,+1:57:38
1109,1101,a4d4155d7bd33dfc2a3cc74953709d3a82b6d4b673e57488523507fd,552a84328cd4caad0d1591c2f7e194c4d40e064d0fe68614712e1a2d,e66f336b4e4e089142a5a408b7a30415f9aa58030057e581134810fe,ita,SF35,23,144,4:21:38,+1:57:39
1110,733,e34812ba12d1875320dcb7c5e07dd7d10a3c83111c8dd715337b0c92,181c1375100173b5ba72e813b2758d00fc17e825bfe02b0fcec5c8e4,a5b549c0ca4d06c409d9b39130bb072953e771f95c15641f2f6ad4df,ita,SM55,63,966,4:21:54,+1:57:54
1111,855,112794931e84f518301855f80abe87935e623da80aef1515df8f8f65,f91ee9656d1f53d9e72101ed649655cccbb2e1170591af72ffda2eec,a26121009a80a68c57fdddefaf4f5821d94f399d06faca1b996128ef,ita,SM55,64,967,4:21:56,+1:57:56
1112,905,15a1eab61a77f54b6edca0613ae048e19863ba16255194c3d6a53970,4b56d4592c1982f2a2f6007be2e24f927f8dd20c728684f213d0f924,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,167,968,4:21:59,+1:57:59
1113,928,9d875df3cb1e7fbc6d33bbdb548aa20a4bfebc5f15ef3f44e4cbd861,292005aea3133a4ce92308c8867bd3f0abc7f48e25d0d060082f84d6,817a226c4aeae99435eb49dc3c096c4dc0b2ac07ff1d1a1a3c70c6e0,ita,SM40,212,969,4:22:04,+1:58:04
1114,1136,50e4c98d3d8c4f9b779caa6badb1b37c7c02bbaccc5d26ae16fef41d,8290bb22e95484b4db489801fbbcb8f5b700654b30985e9e9bb2ac35,13863af3185c7e2fc3f8204412dd58c8cd9479a0c6fdaa82c2a502e2,ita,SF50,15,145,4:22:06,+1:58:06
1115,505,798f1162da0d1906e0a04d475803adb2933bb1debebe1fb3e588322f,3eaf5959779a4450d05fff19010be0a643916662902b3ea9ab99ba7e,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM45,218,970,4:22:22,+1:58:22
1116,1163,20f02e97c03835363ecaed52e29bce8af6b8926be5171efeb47910de,55ec52fe03dd3dddb7e9962d5b4ca74237f064e595e39a1046764590,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SF35,24,146,4:22:35,+1:58:35
1117,796,3eabdb9b0735ca0167c15a823ccef6d7849b1cfe4ac7cca1e0e39b9e,b731370979af1258c57195005d1d5c70667932244199d8f3e480190e,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ger,SM50,159,971,4:22:42,+1:58:42
1118,874,b9d3547a5e9bcf0c63af6eb69356fdedd55f7eb85e984a3d714230cb,5945ed1183e3524463b7276eff7f9422de1ae9cd2820f9122bcb2756,beda28dd960fadffab825e5b230d6cdc1ac51049b2cf8925479110af,ita,SM35,168,972,4:22:55,+1:58:55
1119,608,fa7687b109f080343cca09d9f266363239a8aefcb5d8541f5291e789,0fc3490873f82f5e3281787f1d3211826838e10d4366ce9fe4aed495,d128f4db5570b405c58e6272bb9c5b5f3b1cae7c50eac88a57f1bc66,ita,SM50,160,973,4:22:56,+1:58:56
1120,983,942d7f39ccbc5907471f2b099c1563ae53a8e4fb4503cc71ec094aad,4260bf19be6e27da2888ffdd9b4e9c384fbf9dfb48b395e922d6aa20,8560bd4a644afdae24d833ee4d6b42c2529d3e6f9ee1d6fea318b148,ita,SM50,161,974,4:22:57,+1:58:57
1121,1124,19155fde7b5812fc336d3dbf3b29486a3da33002b26871038638a837,284691455e1506cf497b04ffadc3742b3b280edda912ad7ff4f5ce8b,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,pol,SF40,40,147,4:23:18,+1:59:18
1122,813,8c46e15aa49b8c5d2b2e08b8cc627ad6ca748145d8469e1907d39dd7,04d4dbdc83a8259199866cf9ddaf46ffa1ee95407ae516a17eb274e8,6ded2d430fcfee0a4599eee1f3eaec43542525aa0631c222daa76767,ita,SM40,213,975,4:23:19,+1:59:19
1123,1194,7b4ad978ee46472ef368b69af85cfb57ae3807cbb8ac163e8a2d916e,66b73a389613be00eafc2dc2e362aeea8e030514a7068c21219b519d,0294dfbe27276fbb59718737ec65dbb0a04296f4b1111a7caca064d5,ita,SF40,41,148,4:23:26,+1:59:26
1124,1354,be8e802a242288eb9ca81d2806c8630d15cd7697c063214d5044a0e9,6a8ac9ead295493873a96f936b988c604194c5797066af1c49c701ae,25997379d340eecf667c2a87f9b72dc8c61bcb7cc242d50f08d9e5b8,ita,SM55,65,976,4:23:29,+1:59:29
1125,1207,64c9fedc96ee55976f8ca0bb216fce50c6f3aa95e2af81e2f2076a7e,1122e339b72ad6f8675178d4a7df7faa1642565df3bc5ef0bf9e65e2,2fa6dcce33137ee100c6203ca34f33e7dbb9cee2228578b24ad7d8db,ita,SF55,11,149,4:24:09,+2:00:09
1126,1389,19dbb0c22681e6d0bd3082441193bd2b6611950ba582af19a728316d,01070093e4dd29fff189e0a5ea5125e3f0c14cbce3c44f757c37c835,61ab8566c825aafa4359a7444e1cebb7486dfdea44f28661f67be405,ita,SM45,219,977,4:24:25,+2:00:25
1127,1121,d1fce875492ec1e2365a5d26781607cef56a712de3e73f4af8508705,4cf2332d3b1c03c2c81521d9654c4a3fd0dcd2de4190a5836e536038,1cde0be43b0b2dc5038870c7f362b142ce438a7632cf027a121ee3d5,ita,SF55,12,150,4:24:28,+2:00:28
1128,785,c6d4c512d3df32ecbb2b39ba9f860829eecc5a15f328edfaacd7dbba,fef6e4d20c53e549f4e51936f5c2521c6a3e629bdaacd3bafd07feaf,f58b8babbaa10bfcb73d58f207a24d2b5eb5f254595251d54ea2f0b6,ita,SM35,169,978,4:24:31,+2:00:31
1129,1271,c3dc2275fbf869415fbc98852738b0c6e838835c06724a6d9bbb317d,0f7bec807ec6c895117f402da2bb0e354c52ba2ae767f7f875386b2b,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,sui,SM50,162,979,4:24:55,+2:00:55
1130,744,fb010275c686a6f8daa4fded9d427fe45aa13c6864a2a91e36ccbbf5,775eff0a07b05397471d2fcb951baacbcc4440b198f1f3cdce14f4e3,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,214,980,4:25:08,+2:01:09
1131,1142,bad2cd5beb354d323812027c81167daa3fdce0c58df855884313adbf,13f40a9f71a450dc129dc0e73b0492523cf97cf2492d3a236e3f1032,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SF55,13,151,4:25:12,+2:01:12
1132,922,d50dc97b03d7150776c3849aeef6ca3f16b2e8aa4349441ce85e7614,aa87d0f215c3587bc288bf56f33ad7b7dce3bf653bf6f01e345f2a0d,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM35,170,981,4:25:13,+2:01:13
1133,1152,86132f8295214f8c92734ae9fccb25908fae46633dc7a2abd9ab283d,ae42cf629423a2076c9b95de81bf974c7cac76a488acfac4cc3dbd5d,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SF50,16,152,4:25:37,+2:01:37
1134,1126,9f9c82ca915ec3efe7539a97829e927e09cb798f6eca15533ff57950,f7c2fded314575e280e22d4dfcb2820b5ca5ab7b7603edec89312715,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,rsa,SF,29,153,4:25:40,+2:01:40
1135,1635,fad6380e48d2e377b01070068ad6e26020f7d453fbd89af5e9b53ec8,4b56d4592c1982f2a2f6007be2e24f927f8dd20c728684f213d0f924,a22c7e3a68a9f0520a019aa943feea634f4308104b5802d50b3c9141,ger,SF65,1,154,4:25:42,+2:01:42
1136,1649,344fa06dd8d96cc66ab3b44e42071d94f49cc79fd2f89a8a71fa6dfc,a722d96579eaa0ee8db142be81b3a8820d5770d5448d96e10ec91935,6a45d5ef3decedcae25597c8b17478178051996fbe94ea1a7a093eea,ita,SM40,215,982,4:25:47,+2:01:47
1137,1195,e1abb603dbd9504ae6a35b3d415dd3b360f33bc36c6fe485c9a9930e,2a18e7fac608607aea299b7b485a6a96aaac6c5761a6de64a17c248a,2fa6dcce33137ee100c6203ca34f33e7dbb9cee2228578b24ad7d8db,ita,SF40,42,155,4:25:48,+2:01:48
1138,920,6b76558ee67048e371520a2245807af71b679f1f3ec3867c36446a26,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,2fa6dcce33137ee100c6203ca34f33e7dbb9cee2228578b24ad7d8db,ita,SM45,220,983,4:25:48,+2:01:48
1139,1168,597fca25376dda135aeddf0a916486c2962c3489e75a523503632f43,bfe1c593a89c917449bdf070a976270dc30bf104ca93ba2bfbc85b9d,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ukr,SF,30,156,4:26:15,+2:02:15
1140,850,46616412ebdca1454050452570abb919b5ab27f281f75818e1b63bc6,d0105c0ece462529a5f0b914d5417225fb95718d1a1cc5e5d85fcd08,7e405dbf16d97833054c42bcef66f5c230ffaa300c4d2bb91af601e8,ita,SM45,221,984,4:26:18,+2:02:18
1141,940,f652889c762105a67af464a9890e112a2b8147fa87fbc682dbf808ab,5945ed1183e3524463b7276eff7f9422de1ae9cd2820f9122bcb2756,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM55,66,985,4:26:21,+2:02:21
1142,978,3fbe11f93c37704eb5f3176ade6605add98d03e82a59418b3274ad9f,e90cda0ace5f09937505a22bd9d4734cee54c9c13df539b85c3c9674,9020e2539b318c26803b6d5258eaa263bcf7f38ff228d4414b8f0063,ita,SM50,163,986,4:26:26,+2:02:26
1143,948,a6342f7b660eae2f2bb9cd5a32134551f8c1862a33d142ea0365e5a4,960ff6c5acc21b4d1f1a099780d4794bea8695958bef5b65322b8aa6,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,171,987,4:26:27,+2:02:27
1144,1513,86ef1ed16c1d868be1a949973fddf0cc84be753727703139d6933cc2,5519d3a99e04d1575c93eb01a8ae0df09e94d12b77fd9592b4e819dc,1ba10b142ebd52084b3091fabdcfdd1a3d106fb3861d5ca24693a07c,ita,SM60,31,988,4:26:42,+2:02:42
1145,1448,412871e23c02db260531a04b6261ef5c825aabd2e3d79b795cff3f93,8e722006dd18ba0e8592731b905bcbf91305bd305588a14936a2c1ed,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM35,172,989,4:26:45,+2:02:45
1146,853,bcb63e199e01a0b40e3d26a81a432a77961dd5b4499f2783d6929e87,34e0fc6eb5ae0a1846ea2d586ec9f937ebf3ff82b150dfdb1be90d98,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,fra,SM60,32,990,4:26:51,+2:02:51
1147,418,1f198facc3bfb07a2d23cf4dadfcb61a6d0fae4484d5ce524324f791,f0e81b9df312c6f5cdf470695ec833db14f43da3dd276ddbd7217267,372bb43b1889ac7c25a0c26e56aee425be3b4d8b2915d744a3b64b68,ita,SM45,222,991,4:26:53,+2:02:53
1148,21,4ac320448d4a622364739d854c203050f7a653686349f2930303e385,ca2def309e087d726409b25b0ee9b9c5b28441493c3dae01712f338b,ade6d636994c96da30fbdb7edb7a9619bf26aabe8953bd76c41f05af,ita,SM60,33,992,4:27:14,+2:03:14
1149,1666,607d310ce4f7ebc1813d058a7b757d3bc3a846cdff9ff62a1d5226f2,c5a6ea8c24a9d9cb6b875212ed82105f135f6310fdaa4e2f2048c826,c61d907f640634eb9dda1a9b4b6e3ded044e337e688124de3e5c8b7e,gbr,SM65,10,993,4:27:32,+2:03:32
1150,1475,1acf9a8a59f0eb1ec4578c309711bd365bb0a8c4e421fade868ef864,15ec826b27965ac9c4a4ebe84922b9ef91511b4f7af8c70542a2ad86,9abf4da10cc4c307d05248df91e51cc037949f1fdf6d396b8e791806,ita,SM,106,994,4:27:39,+2:03:39
1151,1406,ed473175583aa050698e42e89a78556e8106a37cde8901dacf0e3a15,ac208358facf242b638ecc2731b7758711408ee72d97e6b1dd43351a,822483d9914fa191fc66816b7a026104974a5facb4838dedde80457c,ita,SM45,223,995,4:28:00,+2:04:00
1152,932,8adb9f7369891c449cb7a2d963b429769717d13041641d2599a26ecf,bc715a02358f3e80932665ef08094a7e832b1b908c27baf061a0f450,8aae9ddc35a81d253db0b5f1840cf49fe9b4a36fcd6ede4fc69aaddd,ita,SM45,224,996,4:28:02,+2:04:02
1153,1232,ac597099179e25b21ff895fb8974b65f9d43f601d1d9bd8bddbc9c2c,1b6e8bf1ccf1df83ee9b5e2522daeac84ff75cc521634ea02136c730,77d0a67b37f0f6e84a3ee8b47b347800b4f312ab9f15cdcb98cb6db7,ita,SF40,43,157,4:28:09,+2:04:09
1154,1521,3ac9e1985026aebf95374e16659e38e4fcde2da17607de8bafabb502,c5d3d65b8bade7f528975c4e6591f8206e0d463d6cffc35e6a418024,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,ita,SM40,216,997,4:28:44,+2:04:44
1155,887,f1a61f2875c8997b279ccb42849de499c37f42562d69e7e965e64259,6d242eb9d2c10ae8b161ce2ec0ba1b107f10c1462943c21b2419d5cf,25deb62179cdcc3f640a56b947b2f3b10b1f515258866d551dd714e3,gbr,SM35,173,998,4:28:45,+2:04:45
